constituency,region,country,id,Conservative,Labour,UKIP,LibDem,SNP,Green,DUP,PC,SF,UUP,SDLP,Ind,Alliance,Other,last_winner,last_winner_pct,majority_pct
Holborn & St Pancras,London,England,E14000750,21.87665022,52.91986088,4.989347561,6.473405321,0,12.77018045,0,0,0,0,0,0,0,0.970555566,Labour,52.91986088,31.04321066
Hornchurch & Upminster,London,England,E14000751,48.97349555,20.10102107,25.30414947,2.717430661,0,2.554493446,0,0,0,0,0,0,0,0.349409805,Conservative,48.97349555,23.66934608
Hornsey & Wood Green,London,England,E14000752,9.253266419,50.907675,2.199532751,31.77122091,0,5.44431946,0,0,0,0,0,0,0,0.423985463,Labour,50.907675,19.1364541
Horsham,South East,England,E14000753,57.31576636,11.41677646,13.99912165,11.67676768,0,3.861220905,0,0,0,0,0,0.532279315,0,1.198067633,Conservative,57.31576636,43.31664471
Houghton & Sunderland South,North East,England,E14000754,18.45981969,55.12743901,21.51263998,2.055132635,0,2.844968692,0,0,0,0,0,0,0,0,Labour,55.12743901,33.61479903
Hove,South East,England,E14000755,39.92415827,42.29133949,6.253112192,3.56417819,0,6.83533152,0,0,0,0,0,0.616692841,0,0.515187498,Labour,42.29133949,2.367181216
Huddersfield,Yorkshire and The Humber,England,E14000756,26.78244973,44.9281091,14.6944019,5.842679974,0,6.912396858,0,0,0,0,0,0,0,0.839962449,Labour,44.9281091,18.14565937
Hull East,Yorkshire and The Humber,England,E14000771,15.9145231,51.73002504,22.36797177,6.527430002,0,2.293421352,0,0,0,0,0,0,0,1.166628728,Labour,51.73002504,29.36205327
Hull North,Yorkshire and The Humber,England,E14000772,15.01584786,52.81016527,16.3063165,8.985170931,0,5.846728549,0,0,0,0,0,0,0,1.035770885,Labour,52.81016527,36.50384877
Hull West & Hessle,Yorkshire and The Humber,England,E14000773,17.48577178,49.19661667,19.85032859,9.964468761,0,2.965129076,0,0,0,0,0,0,0,0.537685124,Labour,49.19661667,29.34628809
Huntingdon,East,England,E14000757,53.0191142,18.32567454,16.93815152,7.822697445,0,3.894362294,0,0,0,0,0,0,0,0,Conservative,53.0191142,34.69343966
Hyndburn,North West,England,E14000758,31.88845105,42.14797025,21.34446336,2.002937953,0,2.616177396,0,0,0,0,0,0,0,0,Labour,42.14797025,10.2595192
Ilford North,London,England,E14000759,42.65920052,43.8629118,8.90010627,2.30932723,0,2.090656421,0,0,0,0,0,0.17779776,0,0,Labour,43.8629118,1.203711273
Ilford South,London,England,E14000760,25.91886269,64.01602712,5.210741254,1.953305594,0,2.901063338,0,0,0,0,0,0,0,0,Labour,64.01602712,38.09716443
Inverclyde,Scotland,Scotland,S14000038,9.967045531,30.31362791,1.602887439,2.479431479,55.1146681,0,0,0,0,0,0,0,0,0.522339543,SNP,55.1146681,24.8010402
"Inverness, Nairn, Badenoch & Strathspey",Scotland,Scotland,S14000039,5.918803048,7.482686199,2.14534914,31.2932845,50.05467516,2.372728377,0,0,0,0,0,0,0,0.732473574,SNP,50.05467516,18.76139066
Ipswich,East,England,E14000761,44.75705426,37.09081201,11.71191523,2.875097548,0,3.565120959,0,0,0,0,0,0,0,0,Conservative,44.75705426,7.666242248
Isle Of Wight,South East,England,E14000762,40.66998578,12.77951636,21.17780939,7.446657184,0,13.3769559,0,0,0,0,0,4.549075391,0,0,Conservative,40.66998578,19.49217639
Islington North,London,England,E14000763,17.19340293,60.24089044,4.003331031,8.091968965,0,10.24292156,0,0,0,0,0,0,0,0.227485071,Labour,60.24089044,43.04748751
Islington South & Finsbury,London,England,E14000764,22.22498306,50.93065281,7.623672916,10.90806415,0,7.614637452,0,0,0,0,0,0,0,0.697989609,Labour,50.93065281,28.70566975
Islwyn,Wales,Wales,W07000077,15.15776391,48.97036807,19.58136776,2.683540013,0,1.861529335,0,10.71721138,0,0,0,0,0,1.028219542,Labour,48.97036807,29.38900031
Jarrow,North East,England,E14000765,17.07291775,55.65812675,19.66341666,3.2102479,0,3.396950524,0,0,0,0,0,0,0,0.998340421,Labour,55.65812675,35.99471009
Keighley,Yorkshire and The Humber,England,E14000766,44.30918307,38.09417177,11.526169,2.689168007,0,3.381308145,0,0,0,0,0,0,0,0,Conservative,44.30918307,6.215011298
Kenilworth & Southam,West Midlands,England,E14000767,58.35912361,15.31429977,11.20493534,10.06948003,0,4.008936074,0,0,0,0,0,0,0,1.043225185,Conservative,58.35912361,43.04482384
Kensington,London,England,E14000768,52.25393362,31.11864017,4.470540944,5.633398415,0,5.067761571,0,0,0,0,0,0,0,1.455725279,Conservative,52.25393362,21.13529344
Kettering,East Midlands,England,E14000769,51.81710365,25.15354314,16.09555678,3.155576263,0,3.458426871,0,0,0,0,0,0,0,0.319793299,Conservative,51.81710365,26.66356051
Kilmarnock & Loudoun,Scotland,Scotland,S14000040,12.52620448,30.35452572,0,1.463740423,55.65552938,0,0,0,0,0,0,0,0,0,SNP,55.65552938,25.30100365
Kingston & Surbiton,London,England,E14000770,39.23683189,14.47015341,7.292457766,34.4539517,0,3.918788922,0,0,0,0,0,0,0,0.627816313,Conservative,39.23683189,4.782880192
Kingswood,South West,England,E14000774,48.31584416,29.60207792,14.82181818,3.796363636,0,2.846753247,0,0,0,0,0,0,0,0.617142857,Conservative,48.31584416,18.71376623
Kirkcaldy & Cowdenbeath,Scotland,Scotland,S14000041,9.874839295,33.37744839,2.338727974,2.174241851,52.23474249,0,0,0,0,0,0,0,0,0,SNP,52.23474249,18.85729411
Knowsley,North West,England,E14000775,6.637360038,78.11859328,9.803264469,2.937233875,0,2.503548336,0,0,0,0,0,0,0,0,Labour,78.11859328,68.31532881
Lagan Valley,Northern Ireland,Northern Ireland,N06000009,1.643422541,0,5.528332705,0,0,0,47.88289986,0,2.874733007,15.21547933,6.282196256,1.899736148,13.93139842,4.741801734,DUP,47.88289986,32.66742053
Lanark & Hamilton East,Scotland,Scotland,S14000042,15.87462449,30.54037424,2.589670274,2.177060335,48.81827066,0,0,0,0,0,0,0,0,0,SNP,48.81827066,18.27789641
Lancashire West,North West,England,E14001033,32.43819953,49.26725179,12.19502375,2.612931798,0,3.184636444,0,0,0,0,0,0,0,0.301956679,Labour,49.26725179,16.82905226
Lancaster & Fleetwood,North West,England,E14000776,39.24002108,42.27083234,9.727346782,3.330298529,0,5.014614979,0,0,0,0,0,0,0,0.416886291,Labour,42.27083234,3.030811251
Leeds Central,Yorkshire and The Humber,England,E14000777,17.29488546,54.95915468,15.7210087,3.394157343,0,7.898241875,0,0,0,0,0,0,0,0.732551945,Labour,54.95915468,37.66426922
Leeds East,Yorkshire and The Humber,England,E14000778,20.9367473,53.74908367,18.99675359,3.393025448,0,2.924389988,0,0,0,0,0,0,0,0,Labour,53.74908367,32.81233637
Leeds North East,Yorkshire and The Humber,England,E14000779,32.89846969,47.91161914,7.674307842,5.319831853,0,5.261850034,0,0,0,0,0,0,0,0.933921435,Labour,47.91161914,15.01314945
Leeds North West,Yorkshire and The Humber,England,E14000780,18.64289503,30.07818807,6.912378624,36.78298775,0,7.016168093,0,0,0,0,0,0,0,0.56738243,LibDem,36.78298775,6.704799686
Leeds West,Yorkshire and The Humber,England,E14000781,20.11555579,48.0337298,18.4889259,3.89089868,0,8.372589335,0,0,0,0,0,0,0,1.098300497,Labour,48.0337298,27.91817401
Leicester East,East Midlands,England,E14000782,22.95498044,61.13422651,8.924856453,2.565116086,0,3.054006824,0,0,0,0,0,0,0,1.366813681,Labour,61.13422651,38.17924607
Leicester South,East Midlands,England,E14000783,20.95685865,59.79931218,8.340951635,4.629750555,0,5.51347351,0,0,0,0,0,0,0,0.759653476,Labour,59.79931218,38.84245353
Leicester West,East Midlands,England,E14000784,25.63003302,46.4949887,17.23538613,4.365332252,0,5.440009269,0,0,0,0,0,0,0,0.834250623,Labour,46.4949887,20.86495568
Leicestershire North West,East Midlands,England,E14000858,49.47815628,27.41522465,16.88523318,3.94389695,0,2.277488942,0,0,0,0,0,0,0,0,Conservative,49.47815628,22.06293164
Leicestershire South,East Midlands,England,E14000940,53.22108074,22.02277195,17.36268219,7.393465119,0,0,0,0,0,0,0,0,0,0,Conservative,53.22108074,31.19830879
Leigh,North West,England,E14000785,22.64033863,53.87939632,19.73051437,2.548589411,0,0,0,0,0,0,0,0,0,1.20116127,Labour,53.87939632,31.23905769
Lewes,South East,England,E14000786,38.0015829,9.893153937,10.73802928,35.85872576,0,5.508508112,0,0,0,0,0,0,0,0,Conservative,38.0015829,2.142857143
Lewisham Deptford,London,England,E14000789,14.87791507,60.24543499,4.244507232,5.26504449,0,12.50790706,0,0,0,0,0,0,0,2.859191161,Labour,60.24543499,45.36751993
Lewisham East,London,England,E14000787,22.30505789,55.69741164,9.053421243,5.7195443,0,5.658970715,0,0,0,0,0,0,0,1.565594204,Labour,55.69741164,33.39235375
Lewisham West & Penge,London,England,E14000788,24.17246753,50.59116883,7.821298701,7.707012987,0,8.471688312,0,0,0,0,0,0.332467532,0,0.903896104,Labour,50.59116883,26.4187013
Leyton & Wanstead,London,England,E14000790,21.96152618,58.60993047,5.751418814,5.660516424,0,7.306586738,0,0,0,0,0,0.710021374,0,0,Labour,58.60993047,36.64840429
Lichfield,West Midlands,England,E14000791,55.15961684,19.81852449,15.70326617,5.246080012,0,3.839353372,0,0,0,0,0,0,0,0.233159112,Conservative,55.15961684,35.34109235
Lincoln,East Midlands,England,E14000792,42.63638692,39.55647571,12.21079143,4.251686161,0,0,0,0,0,0,0,0,0,1.34465978,Conservative,42.63638692,3.07991121
Linlithgow & Falkirk East,Scotland,Scotland,S14000043,11.9875968,31.04209621,2.730652467,2.032566521,52.03987207,0,0,0,0,0,0,0,0,0.167215936,SNP,52.03987207,20.99777587
Liverpool Riverside,North West,England,E14000793,9.59040282,67.40392653,5.67065043,3.883604817,0,12.13654746,0,0,0,0,0,0,0,1.314867948,Labour,67.40392653,55.26737908
Liverpool Walton,North West,England,E14000794,4.692341744,81.30094003,8.970653334,2.340962946,0,2.48938885,0,0,0,0,0,0.145821941,0,0.059891154,Labour,81.30094003,72.3302867
Liverpool Wavertree,North West,England,E14000795,10.00146434,69.31468736,8.236930737,5.98916386,0,5.22282423,0,0,0,0,0,0.351442378,0,0.883487089,Labour,69.31468736,59.31322302
Liverpool West Derby,North West,England,E14000796,6.604762253,75.16755624,8.46920621,2.337257196,0,2.427432917,0,0,0,0,0,0,0,4.993785187,Labour,75.16755624,66.69835003
Livingston,Scotland,Scotland,S14000044,10.30288286,27.61742576,3.05315655,2.140858776,56.88567606,0,0,0,0,0,0,0,0,0,SNP,56.88567606,29.2682503
Llanelli,Wales,Wales,W07000045,14.34645098,41.34391041,16.2518795,1.946907243,0,1.786177218,0,22.95069218,0,0,0,0,0,1.373982475,Labour,41.34391041,18.39321823
Londonderry East,Northern Ireland,Northern Ireland,N06000006,1.215647865,0,0,0,0,0,42.2394423,0,19.75859884,15.36267788,12.2947514,0,7.610762229,1.518119491,DUP,42.2394423,22.48084346
Loughborough,East Midlands,England,E14000797,49.52326028,31.87043445,10.96501346,4.094579008,0,3.546712803,0,0,0,0,0,0,0,0,Conservative,49.52326028,17.65282584
Louth & Horncastle,East Midlands,England,E14000798,51.16616338,18.03281945,21.41211062,4.479895105,0,3.077320407,0,0,0,0,0,0,0,1.831691036,Conservative,51.16616338,29.75405277
Ludlow,West Midlands,England,E14000799,54.28916214,12.27971621,14.90543661,13.45941785,0,5.066267191,0,0,0,0,0,0,0,0,Conservative,54.28916214,39.38372553
Luton North,East,England,E14000800,29.92412675,52.24918372,12.49207207,3.051373,0,2.283244462,0,0,0,0,0,0,0,0,Labour,52.24918372,22.32505696
Luton South,East,England,E14000801,30.67320447,44.20125071,12.14942202,7.539795338,0,2.930168656,0,0,0,0,0,2.131893121,0,0.374265681,Labour,44.20125071,13.52804624
Macclesfield,North West,England,E14000802,52.54848986,22.68639865,12.17186177,7.746280092,0,4.846969636,0,0,0,0,0,0,0,0,Conservative,52.54848986,29.86209121
Maidenhead,South East,England,E14000803,65.83047071,11.87262093,8.428186798,9.909943366,0,3.555844397,0,0,0,0,0,0.300807724,0,0.102126079,Conservative,65.83047071,53.95784978
Maidstone & The Weald,South East,England,E14000804,45.48090382,10.53389322,15.85682863,24.06718656,0,2.791441712,0,0,0,0,0,0.103979204,0,1.165766847,Conservative,45.48090382,21.41371726
Makerfield,North West,England,E14000805,19.54094847,51.8174511,22.4457444,3.659462356,0,2.536393677,0,0,0,0,0,0,0,0,Labour,51.8174511,29.37170671
Maldon,East,England,E14000806,60.59319388,11.84306379,14.65709231,4.489541055,0,3.130398585,0,0,0,0,0,5.045270059,0,0.241440316,Conservative,60.59319388,45.93610157
Manchester Central,North West,England,E14000807,13.52937284,61.26491805,11.10277735,4.118594339,0,8.466612252,0,0,0,0,0,0,0,1.517725177,Labour,61.26491805,47.73554521
Manchester Gorton,North West,England,E14000808,9.669435255,67.08155834,8.172493396,4.240938623,0,9.776529665,0,0,0,0,0,0,0,1.059044718,Labour,67.08155834,57.30502868
Manchester Withington,North West,England,E14000809,9.750630429,53.72253132,4.34695593,23.95629028,0,8.101509026,0,0,0,0,0,0.122083016,0,0,Labour,53.72253132,29.76624104
Mansfield,East Midlands,England,E14000810,28.15671816,39.41898163,25.10965609,3.479329562,0,3.148772064,0,0,0,0,0,0,0,0.686542496,Labour,39.41898163,11.26226347
Meon Valley,South East,England,E14000811,61.05922617,10.93644256,14.8210453,9.642864049,0,3.540421912,0,0,0,0,0,0,0,0,Conservative,61.05922617,46.23818087
Meriden,West Midlands,England,E14000812,54.73261981,19.00271848,16.93439538,5.014923103,0,4.125240005,0,0,0,0,0,0,0,0.190103226,Conservative,54.73261981,35.72990134
Merthyr Tydfil & Rhymney,Wales,Wales,W07000071,10.06266239,53.85602934,18.66422131,4.129604157,0,1.843191197,0,9.472718936,0,0,0,1.403026135,0,0.568546538,Labour,53.85602934,35.19180804
Middlesbrough,North East,England,E14000819,16.47404146,56.82137834,18.67241485,3.730202409,0,4.301962943,0,0,0,0,0,0,0,0,Labour,56.82137834,38.14896349
Middlesbrough South & Cleveland East,North East,England,E14000820,37.05365939,42.01895921,15.18269589,3.424042735,0,2.320642774,0,0,0,0,0,0,0,0,Labour,42.01895921,4.965299823
Midlothian,Scotland,Scotland,S14000045,11.91781672,30.19594049,2.427013718,2.342182036,50.5948563,2.522190726,0,0,0,0,0,0,0,0,SNP,50.5948563,20.39891581
Milton Keynes North,South East,England,E14000821,47.22318519,30.31789503,11.87686334,6.196699716,0,3.908687513,0,0,0,0,0,0.194134369,0,0.28253484,Conservative,47.22318519,16.90529016
Milton Keynes South,South East,England,E14000822,46.82182904,32.11080765,13.23686577,3.916945156,0,3.284194812,0,0,0,0,0,0.432577313,0,0.196780268,Conservative,46.82182904,14.71102139
Mitcham & Morden,London,England,E14000823,23.16689557,60.65305037,9.496699304,3.052589606,0,3.150059811,0,0,0,0,0,0,0,0.48070533,Labour,60.65305037,37.4861548
Mole Valley,South East,England,E14000824,60.63474791,8.278926369,11.20964817,14.47406601,0,5.402611534,0,0,0,0,0,0,0,0,Conservative,60.63474791,46.1606819
Monmouth,Wales,Wales,W07000054,49.93679154,26.79828073,10.41254056,5.258943997,0,3.43221946,0,3.950528844,0,0,0,0,0,0.210694872,Conservative,49.93679154,23.13851081
Montgomeryshire,Wales,Wales,W07000063,45.03954735,5.628462245,11.16509168,29.26504132,0,3.732559173,0,5.16929822,0,0,0,0,0,0,Conservative,45.03954735,15.77450603
Moray,Scotland,Scotland,S14000046,31.08563312,9.939123377,3.934659091,2.830762987,49.48051948,2.729301948,0,0,0,0,0,0,0,0,SNP,49.48051948,18.39488636
Morecambe & Lunesdale,North West,England,E14000825,45.53674668,34.92206651,12.39073123,3.727857176,0,3.226030248,0,0,0,0,0,0,0,0.196568151,Conservative,45.53674668,10.61468017
Morley & Outwood,Yorkshire and The Humber,England,E14000826,38.91398964,38.03937824,16.47875648,2.955440415,0,2.619689119,0,0,0,0,0,0,0,0.992746114,Conservative,38.91398964,0.874611399
Motherwell & Wishaw,Scotland,Scotland,S14000047,7.660094948,31.87801895,2.672222568,1.245931546,56.54373199,0,0,0,0,0,0,0,0,0,SNP,56.54373199,24.66571304
Na H-Eileanan An Iar,Scotland,Scotland,S14000027,7.62329025,28.61086711,0,2.861086711,54.34809888,0,0,0,0,0,0,0,0,6.556657046,SNP,54.34809888,25.73723177
Neath,Wales,Wales,W07000069,15.32516494,43.81311431,16.41039451,3.158745119,0,3.191059647,0,18.10152148,0,0,0,0,0,0,Labour,43.81311431,25.71159284
New Forest East,South East,England,E14000827,56.26023823,12.17060691,17.50763444,9.355471515,0,4.706048901,0,0,0,0,0,0,0,0,Conservative,56.26023823,38.7526038
New Forest West,South East,England,E14000828,59.94515925,10.82682978,16.48597342,6.945792027,0,5.796245518,0,0,0,0,0,0,0,0,Conservative,59.94515925,43.45918583
Newark,East Midlands,England,E14000829,57.04179572,21.72001071,12.03395664,4.560055065,0,3.42625521,0,0,0,0,0,0,0,1.217926657,Conservative,57.04179572,35.32178502
Newbury,South East,England,E14000830,61.03490401,8.441535777,10.81151832,15.01745201,0,4.055846422,0,0,0,0,0,0.148342059,0,0.490401396,Conservative,61.03490401,46.01745201
Newcastle-Under-Lyme,West Midlands,England,E14000834,36.90955183,38.42128521,16.866293,4.246807917,0,2.897876596,0,0,0,0,0,0.658185455,0,0,Labour,38.42128521,1.511733377
Newcastle Upon Tyne Central,North East,England,E14000831,18.89126407,55.01211344,14.86105173,6.321789939,0,4.913780818,0,0,0,0,0,0,0,0,Labour,55.01211344,36.12084937
Newcastle Upon Tyne East,North East,England,E14000832,17.55137423,49.40594564,12.51848452,11.04482178,0,8.734893682,0,0,0,0,0,0,0,0.744480139,Labour,49.40594564,31.85457141
Newcastle Upon Tyne North,North East,England,E14000833,23.47018333,46.08718897,16.58907131,9.725780223,0,3.374841282,0,0,0,0,0,0,0,0.752934887,Labour,46.08718897,22.61700564
Newport East,Wales,Wales,W07000055,27.30146975,40.70297368,18.41745471,6.41164407,0,2.526489689,0,3.506323345,0,0,0,0,0,1.133644753,Labour,40.70297368,13.40150393
Newport West,Wales,Wales,W07000056,32.52534265,41.22487422,15.20311299,3.918506952,0,3.152650755,0,3.97551243,0,0,0,0,0,0,Labour,41.22487422,8.699531564
Newry & Armagh,Northern Ireland,Northern Ireland,N06000011,0.421035748,0,0,0,0,0,0,0,41.07704954,32.70445295,24.11131383,0,1.686147924,0,SF,41.07704954,8.372596588
Newton Abbot,South West,England,E14000835,47.23851367,9.814933787,13.9390297,23.95705966,0,4.592460572,0,0,0,0,0,0,0,0.458002611,Conservative,47.23851367,23.281454
Norfolk Mid,East,England,E14000816,52.10679537,18.35784877,19.01861641,6.320386118,0,4.196353329,0,0,0,0,0,0,0,0,Conservative,52.10679537,33.08817896
Norfolk North,East,England,E14000848,30.87384142,10.20560975,16.85352329,39.05573319,0,3.011292346,0,0,0,0,0,0,0,0,LibDem,39.05573319,8.181891772
Norfolk North West,East,England,E14000859,52.19860252,22.75442781,17.75769986,3.531696608,0,3.757573199,0,0,0,0,0,0,0,0,Conservative,52.19860252,29.44417471
Norfolk South,East,England,E14000941,54.26010539,18.38488875,13.73702362,8.208602489,0,5.409379759,0,0,0,0,0,0,0,0,Conservative,54.26010539,35.87521664
Norfolk South West,East,England,E14000952,50.91798044,17.26002794,23.25683496,4.424266613,0,4.140890042,0,0,0,0,0,0,0,0,Conservative,50.91798044,27.66114548
"Normanton, Pontefract & Castleford",Yorkshire and The Humber,England,E14000836,20.84885722,54.93387367,21.31947622,2.897792884,0,0,0,0,0,0,0,0,0,0,Labour,54.93387367,33.61439746
Northampton North,East Midlands,England,E14000861,42.37141915,34.1376773,16.12240238,3.554845094,0,3.813656086,0,0,0,0,0,0,0,0,Conservative,42.37141915,8.233741849
Northampton South,East Midlands,England,E14000862,41.56722559,31.81257072,18.29544286,4.302540891,0,3.608167884,0,0,0,0,0,0.414052052,0,0,Conservative,41.56722559,9.754654871
Northamptonshire South,East Midlands,England,E14000942,60.14754691,16.74443824,13.47967533,5.936380664,0,3.691958858,0,0,0,0,0,0,0,0,Conservative,60.14754691,43.40310867
Norwich North,East,England,E14000863,43.70526702,33.46714994,13.73187741,4.344833914,0,4.448063865,0,0,0,0,0,0.302807855,0,0,Conservative,43.70526702,10.23811709
Norwich South,East,England,E14000864,23.47976807,39.27326001,9.365908012,13.63308091,0,13.92608794,0,0,0,0,0,0.12380579,0,0.198089264,Labour,39.27326001,15.79349194
Nottingham East,East Midlands,England,E14000865,20.77309779,54.55423329,9.94348036,4.189269789,0,9.863955239,0,0,0,0,0,0.40046579,0,0.275497742,Labour,54.55423329,33.78113551
Nottingham North,East Midlands,England,E14000866,21.00274453,54.55960162,18.51003027,2.396514161,0,3.078403078,0,0,0,0,0,0,0,0.452706335,Labour,54.55960162,33.55685709
Nottingham South,East Midlands,England,E14000867,31.65995629,47.61762338,11.2734384,3.524675026,0,5.395145519,0,0,0,0,0,0,0,0.529161394,Labour,47.61762338,15.95766709
Nuneaton,West Midlands,England,E14000868,45.52449234,34.85322084,14.38719972,1.783645544,0,2.800061204,0,0,0,0,0,0,0,0.651380358,Conservative,45.52449234,10.6712715
Ochil & Perthshire South,Scotland,Scotland,S14000050,20.71331064,28.4287467,2.299942977,2.559140157,45.99885953,0,0,0,0,0,0,0,0,0,SNP,45.99885953,17.57011284
Ogmore,Wales,Wales,W07000074,15.94326241,52.94468085,15.37588652,3.041134752,0,2.139007092,0,10.08794326,0,0,0,0,0,0.468085106,Labour,52.94468085,37.00141844
Old Bexley & Sidcup,London,England,E14000869,52.79798066,18.99332592,18.24249166,3.516727988,0,2.857876273,0,0,0,0,0,0,0,3.591597502,Conservative,52.79798066,33.80465474
Oldham East & Saddleworth,North West,England,E14000870,25.91327024,39.40606524,19.23656228,12.85434885,0,2.589753389,0,0,0,0,0,0,0,0,Labour,39.40606524,13.492795
Oldham West & Royton,North West,England,E14000871,18.97906669,54.77896006,20.61339453,3.683612676,0,1.944966038,0,0,0,0,0,0,0,0,Labour,54.77896006,34.16556552
Orkney & Shetland,Scotland,Scotland,S14000051,8.909714889,7.145371348,4.760647659,41.38947554,37.79479057,0,0,0,0,0,0,0,0,0,LibDem,41.38947554,3.59468497
Orpington,London,England,E14000872,57.41556535,15.59185838,16.66870615,6.791483113,0,3.532387013,0,0,0,0,0,0,0,0,Conservative,57.41556535,40.74685919
Oxford East,South East,England,E14000873,19.87808006,50.02268737,6.808183235,10.75775809,0,11.61987808,0,0,0,0,0,0.315650338,0,0.597762828,Labour,50.02268737,30.14460731
Oxford West & Abingdon,South East,England,E14000874,45.68449002,12.70634269,6.9226335,28.94649501,0,4.361800618,0,0,0,0,0,0,0,1.378238161,Conservative,45.68449002,16.737995
Paisley & Renfrewshire North,Scotland,Scotland,S14000052,12.25278427,32.7474139,0,2.090682097,50.733225,1.393127502,0,0,0,0,0,0,0,0.782767231,SNP,50.733225,17.98581111
Paisley & Renfrewshire South,Scotland,Scotland,S14000053,7.627741963,38.64491844,0,2.184917579,50.94102886,0,0,0,0,0,0,0,0,0.601393155,SNP,50.94102886,12.29611041
Pendle,North West,England,E14000875,47.19672426,34.92845572,12.18277538,3.345482361,0,2.346562275,0,0,0,0,0,0,0,0,Conservative,47.19672426,12.26826854
Penistone & Stocksbridge,Yorkshire and The Humber,England,E14000876,27.67746617,42.02629445,22.9180006,6.311094037,0,0,0,0,0,0,0,0,0,1.067144748,Labour,42.02629445,14.34882828
Penrith & The Border,North West,England,E14000877,59.65711163,14.36215022,12.18779172,8.52667289,0,5.266273537,0,0,0,0,0,0,0,0,Conservative,59.65711163,45.29496141
Perth & Perthshire North,Scotland,Scotland,S14000054,32.72693727,8.142066421,2.04797048,3.798892989,50.51476015,2.114391144,0,0,0,0,0,0.65498155,0,0,SNP,50.51476015,17.78782288
Peterborough,East,England,E14000878,39.68985661,35.60063728,15.90015932,3.768454594,0,2.587360595,0,0,0,0,0,1.096123208,0,1.357408391,Conservative,39.68985661,4.089219331
Plymouth Moor View,South West,England,E14000879,37.60033798,35.19222645,21.48054265,2.96906539,0,2.401070272,0,0,0,0,0,0,0,0.356757264,Conservative,37.60033798,2.408111534
Plymouth Sutton & Devonport,South West,England,E14000880,37.77912141,36.68869754,14.03373434,4.186560474,0,7.090882555,0,0,0,0,0,0,0,0.22100369,Conservative,37.77912141,1.090423868
Pontypridd,Wales,Wales,W07000075,17.34068951,41.05907819,13.42326171,12.94546222,0,2.618657938,0,11.47774669,0,0,0,0,0,1.135103743,Labour,41.05907819,23.71838868
Poole,South West,England,E14000881,50.10233579,12.87531914,16.78728926,11.75701053,0,4.637815711,0,0,0,0,0,0,0,3.84022957,Conservative,50.10233579,33.31504653
Poplar & Limehouse,London,England,E14000882,25.39377792,58.54948672,6.128046391,4.210093253,0,4.825248805,0,0,0,0,0,0,0,0.893346916,Labour,58.54948672,33.1557088
Portsmouth North,South East,England,E14000883,47.02137035,23.80700595,19.07909231,6.230447235,0,3.194536241,0,0,0,0,0,0,0,0.667547918,Conservative,47.02137035,23.2143644
Portsmouth South,South East,England,E14000884,34.80657709,19.53082118,13.35226595,22.29911939,0,7.505429206,0,0,0,0,0,1.708708207,0,0.797078968,Conservative,34.80657709,12.5074577
Preseli Pembrokeshire,Wales,Wales,W07000065,40.39599566,28.14380116,10.4965973,1.923266594,0,3.580234737,0,6.208699083,0,0,0,0,0,9.251405464,Conservative,40.39599566,12.2521945
Preston,North West,England,E14000885,19.98267053,56.0369297,15.35450716,3.71687233,0,4.909020287,0,0,0,0,0,0,0,0,Labour,56.0369297,36.05425917
Pudsey,Yorkshire and The Humber,England,E14000886,46.41349382,37.57535296,9.207296719,3.781883873,0,3.021972627,0,0,0,0,0,0,0,0,Conservative,46.41349382,8.838140868
Putney,London,England,E14000887,53.76404363,29.98621914,4.645785159,6.346203256,0,4.827972812,0,0,0,0,0,0,0,0.429776003,Conservative,53.76404363,23.77782449
Rayleigh & Wickford,East,England,E14000888,54.65614431,12.59864713,22.28109733,3.047726419,0,2.872980083,0,0,0,0,0,4.543404735,0,0,Conservative,54.65614431,32.37504697
Reading East,South East,England,E14000889,45.97972036,33.06729512,7.222640314,7.365231513,0,6.365112687,0,0,0,0,0,0,0,0,Conservative,45.97972036,12.91242524
Reading West,South East,England,E14000890,47.68614164,33.94760764,9.970250393,4.865300388,0,2.904718618,0,0,0,0,0,0.322287414,0,0.30369391,Conservative,47.68614164,13.73853401
Redcar,North East,England,E14000891,16.202742,43.85737677,18.36799531,18.47063711,0,2.15059019,0,0,0,0,0,0,0,0.950658618,Labour,43.85737677,25.38673966
Redditch,West Midlands,England,E14000892,47.10190938,31.10571908,16.17533675,3.059095651,0,2.176969477,0,0,0,0,0,0.380969658,0,0,Conservative,47.10190938,15.9961903
Reigate,South East,England,E14000893,56.77033633,12.81037605,13.27581842,10.45589982,0,6.687569378,0,0,0,0,0,0,0,0,Conservative,56.77033633,43.49451791
Renfrewshire East,Scotland,Scotland,S14000021,21.97250132,34.0119866,1.56530936,1.884364534,40.56583818,0,0,0,0,0,0,0,0,0,SNP,40.56583818,6.553851578
Rhondda,Wales,Wales,W07000052,6.709366479,50.65635107,12.67677088,1.502948824,0,1.436362483,0,27.01820027,0,0,0,0,0,0,Labour,50.65635107,23.6381508
Ribble Valley,North West,England,E14000894,48.62661026,22.58292977,15.7915893,5.275347894,0,4.197691557,0,0,0,0,0,2.867369791,0,0.658461421,Conservative,48.62661026,26.04368049
Richmond (Yorks),Yorkshire and The Humber,England,E14000895,51.37872924,13.1928369,15.17435508,6.416785496,0,4.283412656,0,0,0,0,0,6.200114817,0,3.35376581,Conservative,51.37872924,36.20437416
